uniprot_accession,gene,kp_ess_in_vitro_call,kp_ess_in_vitro_score,kp_ess_urine_call,kp_ess_urine_score,kp_ess_serum_call,kp_ess_serum_score,kp_ess_in_vivo_call,kp_ess_in_vivo_score,kp_ess_vulnerability_call,kp_ess_sources,ec_transfer_essential,ec_transfer_via,ec_transfer_pident,n_ecoli_orthologs,entero_pct_essential,bacteria_pct_essential,proteomelm_ess_score,proteomelm_ess_essential,proteomelm_ess_status,geptop_score,geptop_essential,geptop_status,fba_essential,fba_growth_ratio,mapped_model_gene,fba_mapping_pident,fba_status,deeplyessential_score,deeplyessential_essential,deeplyessential_status,crispri_ce_library,kpnih1_essential,crispri_invivo_hit,ecoli_keio_essential,ecoli_goodall_essential,ecoli_crispri_rousset18_log2fc,ecoli_crispri_rousset18_essential,ecoli_crispri_wang18_fitness,ecoli_crispri_wang18_essential,ecoli_crispri_multistrain_frac,ecoli_vulnerability_hawkins,ecoli_rbtnseq_min_fitness,n_ecoli_screens_essential,ecoli_experimental_essential,ecoli_vulnerability_score,evidence_experimental,evidence_transfer,evidence_predictor,essentiality_score,experimentally_essential,essentiality_tier,evidence_sources,selectivity
P39386,mdtM,,,,,,,,,,,False,b4337,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4337,100.0,in_model,,,deferred,,,,False,False,-0.606660843698931,False,-0.296393335337,False,,,-4.556,0,False,0.1011,0.1011,0.0,0.0,0.0404,False,non_essential,,broad_selective
P39396,btsT,,,,,,,,,,,False,b4354,100.0,1,0.0,0.0139999999999999,0.0004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.470132407144755,False,0.339775476334,False,0.0,,-2.295,0,False,0.0784,0.0784,0.0,0.00025,0.0315,False,non_essential,,broad_selective
P39400,lgoD,,,,,,,,,,,False,b4358,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4358,100.0,in_model,,,deferred,,,,False,False,-0.347630202963348,False,0.0449773161461,False,0.0,,-2.57,0,False,0.0579,0.0579,0.0,0.0,0.0232,False,non_essential,,broad_selective
P39405,fhuF,,,,,,,,,,,False,b4367,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4367,100.0,in_model,,,deferred,,,,False,False,-0.150267877754731,False,-0.422149370758,False,0.0,,-3.336,0,False,0.0422,0.0422,0.0,0.0,0.0169,False,non_essential,,broad_selective
P39406,rsmC,,,,,,,,,,,False,b4371,100.0,1,0.0,0.243,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.292543079617145,False,-0.584746718333,False,0.0,,-4.426,0,False,0.0585,0.0585,0.0,0.0,0.0234,False,non_essential,,broad_selective
P39411,yjjX,,,,,,,,,,,False,b4394,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4394,100.0,in_model,,,deferred,,,,False,False,-0.223040693918863,False,-0.329007535123,False,0.0,,-6.187,0,False,0.0372,0.0372,0.0,0.0,0.0149,False,non_essential,,broad_selective
P39414,ttdT,,,,,,,,,,,False,b3063,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3063,100.0,in_model,,,deferred,,,,False,False,-0.591168980543714,False,0.293022817629,False,0.0,,-2.082,0,False,0.0985,0.0985,0.0,0.0,0.0394,False,non_essential,,broad_selective
P39452,nrdE,,,,,,,,,,,False,b2675,100.0,1,0.0,0.095,0.0329,False,ok (head cv_auroc=0.809),0.2292,False,ok (37 refs),False,1.0,b2675,100.0,in_model,,,deferred,,,,False,False,-0.253804786603052,False,0.275205036868,False,0.0,,-2.599,0,False,0.0423,0.0423,0.0,0.08520999999999998,0.051,False,non_essential,,broad_selective
P39453,torS,,,,,,,,,,,False,b0993,100.0,1,0.0,0.0409999999999999,0.001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.461449828920554,False,-0.463092524767,False,,,-2.192,0,False,0.0769,0.0769,0.0,0.000625,0.031,False,non_essential,,broad_selective
P39831,ydfG,,,,,,,,,,,False,b1539,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1539,100.0,in_model,,,deferred,,,,False,False,-0.33712058353257,False,-0.309722999505,False,0.0,,-6.415,0,False,0.0562,0.0562,0.0,0.0,0.0225,False,non_essential,,broad_human_homolog
P39838,rcsD,,,,,,,,,,,False,b2216,100.0,1,0.0,0.0409999999999999,0.0022,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.331725252083083,False,0.396098199705,False,0.0,,-4.474,0,False,0.0553,0.0553,0.0,0.001375,0.0227,False,non_essential,,broad_selective
P40191,pdxK,,,,,,,,,,,False,b2418,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0584,False,ok (37 refs),False,1.0,b2418,100.0,in_model,,,deferred,,,,False,False,-0.179763951893242,False,-0.518059850335,False,0.0,,-5.451,0,False,0.0518,0.0518,0.0,0.01752,0.0277,False,non_essential,,broad_selective
P40710,nlpE,,,,,,,,,,,False,b0192,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.143628295399826,False,-0.123564556887,False,0.0,,-5.394,0,False,0.0239,0.0239,0.0,0.0,0.0096,False,non_essential,,broad_selective
P40711,arfB,,,,,,,,,,,False,b0191,100.0,1,0.0,0.0,0.0929,False,ok (head cv_auroc=0.809),0.1621,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.402175034319447,False,0.184822340332,False,0.0,,-7.718,0,False,0.067,0.067,0.0,0.11885,0.0743,False,non_essential,,broad_selective
P40874,solA,,,,,,,,,,,False,b1059,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1059,100.0,in_model,,,deferred,,,,False,False,-0.215118404250543,False,0.0686632091709,False,0.0,,-1.287,0,False,0.0359,0.0359,0.0,0.0,0.0144,False,non_essential,,broad_human_homolog
P41036,nanT,,,,,,,,,,,False,b3224,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3224,100.0,in_model,,,deferred,,,,False,False,-0.287245631666733,False,0.202076941029,False,0.0,,-4.673,0,False,0.0479,0.0479,0.0,5e-05,0.0192,False,non_essential,,broad_selective
P41052,mltB,,,,,,,,,,,False,b2701,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2701,100.0,in_model,,,deferred,,,,False,False,-0.353583244845049,False,-0.0979092208805,False,0.0,,-4.684,0,False,0.0589,0.0589,0.0,0.0,0.0236,False,non_essential,,broad_selective
P41407,azoR,,,,,,,,,,,False,b1412,100.0,1,0.0,0.081,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.2719245954907,False,-0.461164754347,False,0.0,,-7.184,0,False,0.0461,0.0461,0.0,0.0,0.0184,False,non_essential,,broad_selective
P41409,rihA,,,,,,,,,,,False,b0651,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b0651,100.0,in_model,,,deferred,,,,False,False,-0.242717140049131,False,0.317541165775,False,0.0,,-4.542,0,False,0.0405,0.0405,0.0,0.0,0.0162,False,non_essential,,broad_selective
P42588,patA,,,,,,,,,,,False,b3073,100.0,1,0.0,0.027,0.0001,False,ok (head cv_auroc=0.809),0.1873,False,ok (37 refs),False,1.0,b3073,100.0,in_model,,,deferred,,,,False,False,-0.567909040763257,False,-0.194519238089,False,0.0,,-2.546,0,False,0.0947,0.0947,0.0,0.05624,0.0604,False,non_essential,,broad_selective
P42593,fadH,,,,,,,,,,,False,b3081,100.0,1,0.0,0.0139999999999999,0.0001,False,ok (head cv_auroc=0.809),0.0584,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.274936456030751,False,-0.410614338824,False,0.0,,-2.542,0,False,0.0458,0.0458,0.0,0.021962500000000003,0.0271,False,non_essential,,broad_selective
P42601,alx,,,,,,,,,,,False,b3088,100.0,1,0.0,0.122,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.278415129757588,False,0.30312455202,False,0.0,,-4.013,0,False,0.0464,0.0464,0.0,0.0,0.0186,False,non_essential,,broad_selective
P42620,yqjG,,,,,,,,,,,False,b3102,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.391740339994591,False,-0.133576904406,False,0.0,,-3.17,0,False,0.0653,0.0653,0.0,0.0,0.0261,False,non_essential,,broad_selective
P42632,tdcE,,,,,,,,,,,False,b3114,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3114,100.0,in_model,,,deferred,,,,False,False,-0.42707129812337,False,0.183091661946,False,,,-3.673,0,False,0.0712,0.0712,0.0,5e-05,0.0285,False,non_essential,,broad_selective
P42641,obgE,,,,,,,,,,,True,b3183,100.0,1,1.0,0.905,0.9997,True,ok (head cv_auroc=0.809),0.8523,True,ok (37 refs),,,,,not_in_model,,,deferred,,,,True,True,-4.95754300907384,True,-6.54989727828,True,0.7777777777777778,0.374088507572751,-6.28,4,True,0.8263,1.0,1.0,0.944425,0.9778,True,essential,Keio;Goodall;Rousset18;Wang18;Ecoli;ProteomeLM;Geptop,broad_human_homolog
P43341,lpxH,,,,,,,,,,,True,b0524,100.0,1,1.0,0.527,0.9802,True,ok (head cv_auroc=0.809),0.4879,True,ok (37 refs),True,0.0,b0524,100.0,in_model,,,deferred,,,,True,True,-5.89721321683504,True,-3.57668882651,False,0.9814814814814816,0.221068902760552,,3,True,0.9829,1.0,1.0,0.83647,0.9346,True,essential,Keio;Goodall;Rousset18;Ecoli;ProteomeLM;Geptop;FBA,broad_selective
P43671,pqiB,,,,,,,,,,,False,b0951,100.0,1,0.0,0.0409999999999999,0.1381,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.242995434367577,False,0.261014852425,False,0.0,,-3.767,0,False,0.0405,0.0405,0.0,0.0863125,0.0507,False,non_essential,,broad_selective
P43672,uup,,,,,,,,,,,False,b0949,100.0,1,0.0,0.311,0.0,False,ok (head cv_auroc=0.809),0.0748,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.408473599457595,False,-0.0931333318387,False,0.0,,-6.009,0,False,0.0681,0.0681,0.0,0.028050000000000002,0.0385,False,non_essential,,broad_selective
P45395,kdsD,,,,,,,,,,,False,b3197,100.0,1,0.071,0.311,0.3293,False,ok (head cv_auroc=0.809),0.2519,True,ok (37 refs),False,1.0,b3197,100.0,in_model,,,deferred,,,,False,False,-5.3235207871971,True,-3.55268500941,False,0.8703703703703703,,-3.574,1,False,0.8873,0.8873,0.071,0.24022,0.4652,False,likely_essential,Rousset18;Geptop,broad_selective
P45424,nanQ,,,,,,,,,,,False,b3221,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.545674703861641,False,0.322822899529,False,0.0,,-5.086,0,False,0.0909,0.0909,0.0,0.0,0.0364,False,non_essential,,broad_selective
P45425,nanK,,,,,,,,,,,False,b3222,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3222,100.0,in_model,,,deferred,,,,False,False,-0.527069043224416,False,0.333312918913,False,0.0,,-5.334,0,False,0.0878,0.0878,0.0,5e-05,0.0351,False,non_essential,,broad_human_homolog
P45464,lpoA,,,,,,,,,,,False,b3147,100.0,1,0.0,0.027,0.0652,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.493772478402043,False,-1.24605791027,False,0.0,,-4.593,0,False,0.1246,0.1246,0.0,0.040749999999999995,0.0661,False,non_essential,,broad_selective
P45470,yhbO,,,,,,,,,,,False,b3153,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.470639056077944,False,-0.265733573576,False,0.0,,-4.127,0,False,0.0784,0.0784,0.0,0.0,0.0314,False,non_essential,,broad_selective
P45475,ubiV,,,,,,,,,,,True,b3159,100.0,1,0.071,0.0409999999999999,0.8259,True,ok (head cv_auroc=0.809),0.0653,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.434523162090734,False,-0.329399958886,False,0.0,,-3.436,0,False,0.0724,0.0724,1.0,0.5406749999999999,0.4452,True,essential,Ecoli;ProteomeLM,broad_selective
P45508,yfaL,,,,,,,,,,,False,b2233,100.0,1,0.0,0.0,0.0043,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.405813791870037,False,0.181408537251,False,0.0,,-1.447,0,False,0.0676,0.0676,0.0,0.0026875,0.0281,False,non_essential,,narrow_selective
P45527,ubiU,,,,,,,,,,,False,b3158,100.0,1,0.0,0.0409999999999999,0.0012,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.210128521245525,False,-0.165722067115,False,0.0,,-4.048,0,False,0.035,0.035,0.0,0.0007499999999999999,0.0143,False,non_essential,,broad_selective
P45541,frlC,,,,,,,,,,,False,b4474,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4474,100.0,in_model,,,deferred,,,,False,False,-0.735562995370299,False,0.246765589361,False,,,-3.635,0,False,0.1226,0.1226,0.0,5e-05,0.0491,False,non_essential,,narrow_selective
P45562,xapB,,,,,,,,,,,False,b2406,100.0,1,0.0,0.0,0.0195,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2406,100.0,in_model,,,deferred,,,,False,False,-0.401857162080952,False,0.279374785961,False,,,-3.21,0,False,0.067,0.067,0.0,0.00975,0.0307,False,non_essential,,broad_selective
P45563,xapA,,,,,,,,,,,False,b2407,100.0,1,0.0,0.0,0.4584,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2407,100.0,in_model,,,deferred,,,,False,False,-0.656340781854326,False,-0.28613910739,False,,,-2.544,0,False,0.1094,0.1094,0.0,0.2292,0.1354,False,non_essential,,narrow_human_homolog
P45568,dxr,,,,,,,,,,,True,b0173,100.0,1,1.0,0.797,0.9638,True,ok (head cv_auroc=0.809),0.6641,True,ok (37 refs),True,0.0,b0173,100.0,in_model,,,deferred,,,,True,True,-2.22821331179084,True,-6.36677783631,True,0.8148148148148148,,,4,True,0.6367,1.0,1.0,0.88113,0.9525,True,essential,Keio;Goodall;Rousset18;Wang18;Ecoli;ProteomeLM;Geptop;FBA,broad_selective
P45577,proQ,,,,,,,,,,,False,b1831,100.0,1,0.0,0.068,0.0013,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,0.125307645531556,False,-0.339535404112,False,0.0555555555555555,,-5.75,0,False,0.034,0.034,0.0,0.0008125,0.0139,False,non_essential,,broad_selective
P45748,tsaC,,,,,,,,,,,True,b3282,100.0,1,0.929,0.716,0.9285,True,ok (head cv_auroc=0.809),0.4426,True,ok (37 refs),,,,,not_in_model,,,deferred,,,,True,True,-3.4406514470573,True,-4.88790774764,False,0.925925925925926,0.0567684919430003,,3,True,0.9432,1.0,1.0,0.7462874999999999,0.8985,True,essential,Keio;Goodall;Rousset18;Ecoli;ProteomeLM;Geptop,broad_human_homolog
P45955,cpoB,,,,,,,,,,,False,b0742,100.0,1,0.0,0.1889999999999999,0.171,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.368226417198456,False,-0.433658370673,False,0.0,,-4.615,0,False,0.0614,0.0614,0.0,0.106875,0.0673,False,non_essential,,broad_selective
P45956,ygbF,,,,,,,,,,,False,b2754,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.249817134343563,False,-0.015659449532,False,,,-6.915,0,False,0.0416,0.0416,0.0,0.0,0.0166,False,non_essential,,narrow_selective
P46022,mtgA,,,,,,,,,,,False,b3208,100.0,1,0.0,0.054,0.0003,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3208,100.0,in_model,,,deferred,,,,False,False,-1.3163447807093,False,-0.101367086448,False,0.0,,-2.965,0,False,0.2194,0.2194,0.0,0.00015,0.0878,False,non_essential,,broad_selective
P46133,abgT,,,,,,,,,,,False,b1336,100.0,1,0.0,0.0,0.001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1336,100.0,in_model,,,deferred,,,,False,False,-0.413630109996462,False,0.155498532341,False,,,-5.961,0,False,0.0689,0.0689,0.0,0.0005,0.0278,False,non_essential,,broad_selective
P46136,yddG,,,,,,,,,,,False,b1473,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1473,100.0,in_model,,,deferred,,,,False,False,-0.0865121211003623,False,0.185545166257,False,0.0,,-3.37,0,False,0.0144,0.0144,0.0,0.0,0.0058,False,non_essential,,broad_selective
P46139,dgcN,,,,,,,,,,,False,b2604,100.0,1,0.0,0.0,0.0116,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.789829845990746,False,0.202036138414,False,0.0,,-3.898,0,False,0.1316,0.1316,0.0,0.0072499999999999995,0.0555,False,non_essential,,broad_selective
P46849,rtcA,,,,,,,,,,,False,b4475,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.451868459701663,False,-0.215304100516,False,,,-2.7,0,False,0.0753,0.0753,0.0,6.25e-05,0.0301,False,non_essential,,narrow_human_homolog
P46850,rtcB,,,,,,,,,,,False,b3421,100.0,1,0.0,0.0,0.0147,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.284576224436306,False,-0.139737354572,False,,,-3.186,0,False,0.0474,0.0474,0.0,0.0091875,0.0226,False,non_essential,,narrow_human_homolog
P46883,tynA,,,,,,,,,,,False,b1386,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1386,100.0,in_model,,,deferred,,,,False,False,-0.475839743319944,False,0.0696512380266,False,,,-3.944,0,False,0.0793,0.0793,0.0,5e-05,0.0317,False,non_essential,,broad_human_homolog
P46889,ftsK,,,,,,,,,,,True,b0890,100.0,1,0.143,0.351,0.9975,True,ok (head cv_auroc=0.809),0.1821,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,True,False,-1.30891907970011,False,-3.17579871595,False,0.2222222222222222,0.532836785574077,-4.109,1,True,0.4672,1.0,1.0,0.6917249999999999,0.8767,True,essential,Keio;Ecoli;ProteomeLM,broad_selective
P46891,cof,,,,,,,,,,,False,b0446,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b0446,100.0,in_model,,,deferred,,,,False,False,-0.225246923922762,False,0.116197276784,False,0.0,,-3.716,0,False,0.0375,0.0375,0.0,0.0,0.015,False,non_essential,,broad_selective
P50456,mlc,,,,,,,,,,,False,b1594,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.120603315559525,False,0.303824263172,False,0.0,,-4.852,0,False,0.0201,0.0201,0.0,0.0,0.008,False,non_essential,,broad_selective
P50457,puuE,,,,,,,,,,,False,b1302,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0801,False,ok (37 refs),False,1.0,b1302,100.0,in_model,,,deferred,,,,False,False,-0.358168502966182,False,-0.281423610828,False,,,-6.164,0,False,0.0597,0.0597,0.0,0.02403,0.0335,False,non_essential,,broad_selective
P50465,nei,,,,,,,,,,,False,b0714,100.0,1,0.0,0.027,0.0013,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.185161775648669,False,-0.259730375648,False,0.0,,-3.754,0,False,0.0309,0.0309,0.0,0.0008125,0.0127,False,non_essential,,broad_human_homolog
P51981,ycjG,,,,,,,,,,,False,b1325,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1325,100.0,in_model,,,deferred,,,,False,False,-0.281487282443671,False,-0.255338081593,False,0.0,,-5.313,0,False,0.0469,0.0469,0.0,0.0,0.0188,False,non_essential,,broad_selective
P52006,nudI,,,,,,,,,,,False,b2251,100.0,1,0.0,0.0,0.0805,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2251,100.0,in_model,,,deferred,,,,False,False,,False,0.219947548952,False,0.0,,-3.219,0,False,0.0,0.0,0.0,0.04025,0.0161,False,non_essential,,broad_selective
P52061,rdgB,,,,,,,,,,,False,b2954,100.0,1,0.0,0.108,0.0894,False,ok (head cv_auroc=0.809),0.0504,False,ok (37 refs),False,1.0,b2954,100.0,in_model,,,deferred,,,,False,False,-0.669076607323509,False,-0.0717097087454,False,0.0,,-5.833,0,False,0.1115,0.1115,0.0,0.05982,0.0685,False,non_essential,,broad_human_homolog
P52073,glcE,,,,,,,,,,,False,b4468,100.0,1,0.0,0.0,0.0532,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4468,100.0,in_model,,,deferred,,,,False,False,-0.491539161325505,False,0.522588712413,False,,,-5.095,0,False,0.0819,0.0819,0.0,0.0266,0.0434,False,non_essential,,narrow_selective
P52074,glcF,,,,,,,,,,,False,b4467,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4467,100.0,in_model,,,deferred,,,,False,False,-0.225277883023501,False,-0.194595604481,False,,,-5.071,0,False,0.0375,0.0375,0.0,5e-05,0.015,False,non_essential,,narrow_selective
P52095,ldcC,,,,,,,,,,,False,b0186,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b0186,100.0,in_model,,,deferred,,,,False,False,-0.290752807098589,False,-0.220915031612,False,0.0,,-2.199,0,False,0.0485,0.0485,0.0,0.0,0.0194,False,non_essential,,broad_selective
P52101,glrK,,,,,,,,,,,False,b2556,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0271,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.350655889821998,False,0.0541740891366,False,0.0,,-3.434,0,False,0.0584,0.0584,0.0,0.0101625,0.0274,False,non_essential,,broad_selective
P52106,csgD,,,,,,,,,,,False,b1040,100.0,1,0.0,0.0,0.0497,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.355072340632412,False,-0.126525008379,False,0.0,,-2.856,0,False,0.0592,0.0592,0.0,0.0310625,0.0361,False,non_essential,,broad_selective
P52126,abpB,,,,,,,,,,,False,b2627,100.0,1,0.0,0.0,0.0042,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.376191885728332,False,-0.202001388193,False,,,-2.27,0,False,0.0627,0.0627,0.0,0.0026249999999999997,0.0261,False,non_essential,,narrow_selective
P52129,rnlA,,,,,,,,,,,False,b2630,100.0,1,0.0,0.0,0.0096,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.290115308964546,False,-0.207203601248,False,,,-3.378,0,False,0.0484,0.0484,0.0,0.005999999999999999,0.0218,False,non_essential,,narrow_selective
P52643,ldhA,,,,,,,,,,,False,b1380,100.0,1,0.0,0.027,0.004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1380,100.0,in_model,,,deferred,,,,False,False,-0.245985964294205,False,0.33746456148,False,0.0,,-5.954,0,False,0.041,0.041,0.0,0.002,0.0172,False,non_essential,,broad_human_homolog
P54745,mngA,,,,,,,,,,,False,b0731,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0251,False,ok (37 refs),False,1.0,b0731,100.0,in_model,,,deferred,,,,False,False,-0.193669507553622,False,-0.326635116106,False,,,-4.063,0,False,0.0327,0.0327,0.0,0.00753,0.0161,False,non_essential,,broad_selective
P55135,rlmD,,,,,,,,,,,False,b2785,100.0,1,0.0,0.054,0.0001,False,ok (head cv_auroc=0.809),0.0251,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.274150425458714,False,0.287842237668,False,0.0,,-3.695,0,False,0.0457,0.0457,0.0,0.009474999999999999,0.0221,False,non_essential,,broad_human_homolog
P55734,ygaP,,,,,,,,,,,False,b2668,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2668,100.0,in_model,,,deferred,,,,False,False,-0.20008220170654,False,-0.246166265946,False,0.0,,-2.685,0,False,0.0333,0.0333,0.0,0.0,0.0133,False,non_essential,,broad_selective
P56100,cydX,,,,,,,,,,,False,b4515,100.0,1,0.143,0.068,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4515,100.0,in_model,,,deferred,,,,False,False,,False,,False,0.2777777777777778,,-7.265,0,False,,,0.143,0.0,0.0477,False,non_essential,,broad_selective
P56580,srlE,,,,,,,,,,,False,b2703,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2703,100.0,in_model,,,deferred,,,,False,False,-0.302354094832774,False,0.0481075517324,False,,,-3.702,0,False,0.0504,0.0504,0.0,0.0,0.0202,False,non_essential,,broad_selective
P56976,blr,,,,,,,,,,,False,b4409,100.0,1,0.0,0.0,0.0053,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,0.109678250619,False,0.0,,-3.144,0,False,0.0,0.0,0.0,0.0033125,0.0013,False,non_essential,,narrow_selective
P60061,adiC,,,,,,,,,,,False,b4115,100.0,1,0.0,0.0,0.0209,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4115,100.0,in_model,,,deferred,,,,False,False,-0.313714444376017,False,0.100511331585,False,0.0,,-2.4,0,False,0.0523,0.0523,0.0,0.01045,0.0251,False,non_essential,,broad_selective
P60240,rapA,,,,,,,,,,,False,b0059,100.0,1,0.0,0.027,0.1968,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.453005200687926,False,0.221631256056,False,0.0,,-3.985,0,False,0.0755,0.0755,0.0,0.123,0.0794,False,non_essential,,broad_human_homolog
